race,linked_fate,linked_progress,linked_hurt,party_id,WEIGHT,AGE,Gender,party_reg,for_born,income_level,edu_level
Other,NA,NA,NA,3,0.63204,63,1,Decline to State,1,5,7
Latinx,2,2,2,1,0.60755,44,2,Democrat,2,2,5
Whites,1,-1,-1,1,0.89754,68,2,Democrat,1,4,8
Latinx,1,-1,-1,3,0.35777,23,2,Decline to State,1,1,5
Whites,-1,-2,-2,1,0.53075,78,2,Democrat,2,6,8
Whites,-2,-2,-2,1,0.48132,68,2,Democrat,1,5,8
Whites,1,-1,-1,4,0.47229,50,2,Democrat,1,6,8
Whites,2,1,1,1,0.74491,79,1,Democrat,1,5,8
Whites,-2,-2,-2,3,0.65624,36,1,Decline to State,1,5,5
Whites,1,1,1,3,0.62099,19,2,Decline to State,1,1,3
Whites,1,-1,1,4,0.61217,45,1,Decline to State,1,1,7
Whites,1,1,-1,4,1.1524,35,2,Democrat,1,1,7
Whites,-2,-2,-1,1,0.53075,81,2,Democrat,1,3,8
Whites,2,2,2,1,0.52825,44,1,Democrat,1,5,8
Whites,-2,-2,-2,2,0.62824,35,1,Republican,1,3,4
Whites,-1,-1,-1,1,1.40076,50,2,Democrat,1,5,5
Blacks,2,2,2,1,2.6398,18,2,Democrat,1,4,3
Other,-1,-2,1,1,2.23475,81,2,Democrat,2,1,5
Asians,1,1,-1,3,0.79877,70,1,Democrat,2,6,8
Whites,1,-2,-2,1,0.61263,41,2,Democrat,1,4,4
Asians,2,1,1,1,0.39317,26,2,Democrat,1,4,7
Latinx,-2,-1,-1,4,2.16227,38,2,Decline to State,1,3,5
Latinx,2,2,2,1,0.12679,22,1,Democrat,1,2,7
Whites,1,-1,-1,1,0.35741,28,2,Democrat,2,4,7
Other,-2,-2,-2,NA,0.53904,64,1,Republican,1,NA,8
Whites,1,-2,-1,1,0.42787,58,2,Democrat,1,6,8
Asians,1,1,-1,1,0.15154,21,2,Democrat,1,2,7
Whites,1,-1,1,1,0.34314,21,2,Other,1,1,6
Whites,-1,-1,-1,3,0.49926,56,2,Decline to State,1,5,8
Whites,-2,-2,-2,3,1.75184,78,1,Decline to State,1,6,6
Asians,1,1,1,1,2.80374,25,1,Democrat,1,1,3
Latinx,2,2,2,1,0.28979,20,2,Democrat,1,3,5
Whites,1,1,1,1,0.53814,38,1,Democrat,1,1,8
Whites,-2,-2,-2,1,0.44031,67,1,Democrat,1,6,8
Asians,2,2,2,2,1.05118,49,1,Republican,2,5,8
Whites,-1,-1,-1,1,0.76683,74,2,Democrat,1,5,6
Whites,-1,1,-2,4,0.73204,67,1,Democrat,1,2,7
Whites,NA,NA,NA,1,0.53075,74,2,Democrat,1,4,7
Asians,2,1,2,3,0.58933,40,1,Decline to State,1,5,7
Latinx,-1,-2,-2,3,0.937,60,2,Democrat,1,2,6
Whites,-1,-2,-2,1,0.40336,47,2,Democrat,1,4,7
Whites,1,-1,1,1,1.05449,58,1,Democrat,1,5,8
Whites,NA,-2,NA,1,0.90795,30,2,Democrat,1,5,6
Other,NA,NA,NA,3,0.766,51,2,Decline to State,1,4,8
Whites,2,2,1,3,4.49619,19,1,Other,1,5,3
Asians,1,2,2,1,1.9477,30,2,Democrat,1,6,8
Latinx,-1,-2,-2,2,0.18169,39,1,Republican,1,4,7
Whites,NA,NA,NA,4,0.32373,25,1,Democrat,2,1,8
Whites,2,2,2,2,2.82274,77,1,Republican,1,2,7
Whites,1,-1,-1,3,1.47296,58,1,Other,1,2,5
Asians,2,1,1,1,0.82222,24,1,Decline to State,1,1,7
Latinx,2,2,2,1,1.38115,39,2,Democrat,1,4,8
Whites,1,1,1,4,1.98632,48,2,Decline to State,1,3,7
Other,NA,NA,NA,1,1.18189,65,2,Democrat,1,4,8
Whites,-2,-2,-2,1,0.36714,54,1,Democrat,1,5,7
Whites,-2,-2,-2,1,1.50213,56,2,Democrat,1,3,7
Latinx,2,-1,2,4,1.41966,22,1,Democrat,1,2,3
Whites,-2,-2,1,1,0.97585,80,1,Democrat,1,4,8
Whites,2,2,2,2,0.56046,66,2,Republican,1,6,8
Latinx,2,-1,1,1,2.08247,39,2,Democrat,2,3,5
Whites,-2,-2,-2,1,0.70931,74,1,Democrat,1,1,7
Whites,2,2,2,4,0.26227,22,1,Republican,1,4,7
Latinx,NA,NA,NA,3,0.47616000000000003,62,2,Republican,2,2,7
Latinx,1,1,-1,1,0.51318,22,1,Democrat,1,4,6
Whites,1,1,1,1,0.54785,71,1,Democrat,1,5,7
Whites,NA,-1,-1,1,1.5001,72,1,Decline to State,1,NA,4
Whites,1,-2,1,1,3.58864,54,2,Democrat,1,2,3
Whites,1,-1,-1,1,0.32031,47,2,Democrat,1,5,8
Whites,NA,NA,NA,2,0.99024,55,1,Decline to State,1,NA,NA
Whites,-1,-2,-2,3,0.52076,52,1,Democrat,1,6,7
Whites,NA,NA,NA,1,0.72596,64,1,Democrat,1,4,7
Whites,1,-1,-1,1,0.29587,53,2,Democrat,1,4,8
Whites,2,2,2,3,0.61488,76,2,Other,1,6,7
Whites,-1,-2,-2,1,0.32031,49,2,Democrat,2,3,8
Whites,-1,1,1,2,0.82751,59,1,Republican,1,6,7
Whites,1,1,-1,1,0.67196,35,1,Democrat,1,5,8
Latinx,1,1,1,1,1.00344,36,2,Decline to State,1,2,5
Whites,-1,-2,-1,1,0.28932,40,2,Democrat,1,5,7
Blacks,2,2,2,1,0.48586,65,2,Democrat,1,4,8
Whites,2,1,1,2,0.46087,28,2,Republican,1,3,7
Latinx,2,2,2,3,0.40274,52,1,Decline to State,1,4,7
Whites,1,1,-1,4,1.64876,64,2,Decline to State,1,5,8
Whites,NA,-1,-1,3,2.26164,66,2,Republican,1,4,3
Latinx,1,1,1,1,0.68196,25,1,Democrat,1,3,7
Whites,-2,-2,-2,2,3.47885,77,2,Republican,1,2,3
Whites,-1,-2,-2,4,11.93307,44,2,Other,1,1,3
Whites,-2,-2,-2,1,2.85052,69,2,Democrat,1,3,3
Latinx,-2,-1,-1,1,0.59544,60,2,Democrat,1,4,8
Whites,-2,-2,-2,1,0.89754,67,2,Democrat,2,5,8
Whites,-1,-2,-2,1,0.96905,75,2,Democrat,1,2,7
Whites,2,-2,-2,1,0.41749000000000003,65,2,Democrat,1,4,8
Whites,1,2,2,2,0.8621,72,2,Republican,1,5,8
Latinx,2,1,1,1,0.64427,65,2,Democrat,1,3,5
Whites,2,2,2,3,0.35722,69,1,Decline to State,1,5,8
Whites,1,-1,-1,1,0.55111,46,2,Democrat,2,4,7
Whites,-2,-2,-2,3,1.61846,63,1,Decline to State,1,2,5
Whites,1,1,-1,1,0.48501,32,2,Democrat,1,6,7
Whites,-1,1,1,3,0.68152,74,1,Other,1,2,7
Whites,1,-1,-1,1,0.66135,67,2,Democrat,1,NA,8
Other,1,-2,-2,4,1.58652,45,1,Democrat,1,4,5
Whites,-2,-2,-2,3,1.4135,70,2,Democrat,1,5,6
Whites,-2,-2,-1,4,1.16823,79,2,Democrat,1,2,6
Whites,2,2,2,1,0.47148,68,2,Democrat,1,1,7
Whites,-2,-2,-2,2,0.48587,59,2,Republican,1,4,7
Whites,-1,-1,-1,3,1.19993,70,1,Republican,1,4,8
Whites,1,-1,1,1,0.66135,68,2,Democrat,1,5,7
Whites,1,1,1,1,0.29818,60,1,Democrat,1,5,8
Whites,2,1,1,3,1.57997,42,1,Decline to State,1,4,4
Asians,2,2,2,3,2.62112,44,1,Decline to State,2,4,7
Asians,2,2,2,3,0.37417,44,1,Decline to State,2,4,7
Whites,1,-1,-1,4,1.19606,18,2,Other,1,1,5
Whites,1,1,1,1,0.49926,57,2,Decline to State,1,5,7
Whites,2,1,1,2,1.09891,56,2,Decline to State,1,2,6
Latinx,-2,-2,-2,3,0.83614,27,1,Other,1,3,4
Other,NA,NA,NA,4,0.15943,24,2,Other,1,4,7
Other,NA,NA,NA,1,0.58685,35,2,Decline to State,1,5,7
Asians,1,1,1,1,0.85527,68,2,Democrat,1,NA,6
Whites,2,1,1,1,0.56625,26,2,Democrat,1,2,6
Latinx,1,1,-1,3,1.58243,48,1,Decline to State,2,4,7
Latinx,-1,-1,-2,2,1.07985,32,2,Republican,2,5,6
Latinx,-1,1,-1,1,1.3441,40,2,Democrat,2,4,8
Whites,-2,-2,-2,1,0.32031,46,2,Democrat,1,5,8
Latinx,2,2,2,1,0.62003,30,2,Democrat,1,4,7
Whites,1,-1,1,3,3.31165,69,1,Other,1,5,3
Latinx,2,1,1,1,0.47153,25,2,Democrat,2,2,7
Whites,-2,-2,1,1,0.56299,64,2,Democrat,1,3,6
Latinx,2,2,2,1,0.68196,26,1,Democrat,1,6,7
Whites,-1,-2,-2,3,0.31379,65,2,Decline to State,1,4,8
Whites,1,NA,NA,1,0.42787,59,2,Democrat,1,3,8
Latinx,1,1,1,1,0.33997,27,1,Democrat,1,1,8
Latinx,-2,-2,-2,1,0.68896,58,2,Democrat,1,4,8
Whites,-1,-1,1,2,0.69069,66,2,Decline to State,1,4,6
Whites,1,-1,-1,2,0.46033,64,2,Republican,1,5,7
Asians,-2,-2,-2,NA,1.06819,58,2,Democrat,NA,NA,6
Whites,2,-1,1,3,0.35494,39,1,Democrat,2,6,7
Whites,2,-2,NA,1,0.76683,75,2,Democrat,1,4,6
Whites,-1,-2,-2,1,0.46327,70,2,Democrat,1,4,7
Whites,-2,-2,-1,3,0.75948,68,2,Democrat,1,3,6
Whites,-1,-1,-1,1,0.97792,41,2,Democrat,1,NA,4
Latinx,1,1,1,3,2.12345,67,2,Decline to State,1,5,5
Whites,1,-1,-1,1,0.54785,76,1,Democrat,1,6,8
Whites,1,1,1,1,0.17678,32,2,Democrat,1,4,7
Whites,1,1,1,1,0.44878,72,2,Democrat,1,6,7
Whites,1,1,1,2,1.15382,54,1,Republican,2,5,4
Asians,-1,1,-2,2,0.71837,72,1,Republican,1,3,8
Whites,1,1,1,3,1.32737,62,2,Republican,1,5,6
Whites,1,1,1,1,0.53814,38,1,Democrat,1,4,7
Whites,1,-1,1,2,3.44387,63,2,Republican,1,4,3
Whites,2,1,2,4,3.30106,47,2,Other,1,4,5
Whites,NA,NA,NA,3,0.53075,85,2,Democrat,1,2,8
Latinx,NA,NA,NA,4,0.59544,64,2,Democrat,NA,NA,8
Whites,1,1,1,1,0.46327,90,2,Democrat,1,3,8
Whites,NA,NA,NA,1,0.43094,55,2,Democrat,1,4,7
Blacks,2,2,2,1,1.57374,34,2,Democrat,1,5,7
Whites,-1,-2,-2,2,1.17205,50,2,Republican,1,4,5
Latinx,2,2,2,3,0.30548,63,1,Decline to State,1,1,8
Whites,2,-1,-1,3,0.80656,35,1,Decline to State,1,5,6
Whites,2,2,2,2,1.52953,65,1,Decline to State,1,2,5
Whites,-1,-1,-1,1,0.59166,72,1,Democrat,1,4,7
Other,-1,2,1,1,1.5558,41,2,Decline to State,1,4,5
Whites,NA,NA,NA,NA,0.98646,64,1,Republican,NA,NA,4
Whites,1,-2,1,1,3.394,61,2,Democrat,1,5,3
Whites,-1,-1,1,3,0.48108,78,1,Decline to State,1,3,7
Whites,1,-2,-1,2,1.92071,61,2,Republican,1,5,3
Asians,2,2,2,4,0.64173,45,2,Decline to State,1,4,8
Asians,1,-1,2,3,0.61617,51,2,Decline to State,2,5,8
Blacks,2,2,-2,3,2.50478,72,2,Other,1,3,8
Whites,-1,-2,-2,3,3.91526,64,1,Other,1,4,3
Whites,1,-1,-1,3,0.86679,57,2,Other,1,2,7
Whites,-1,-2,-2,1,0.53075,71,2,Democrat,1,3,7
Whites,-1,-2,-2,2,0.46808,79,1,Republican,2,6,8
Whites,2,-1,-2,3,1.32335,56,2,Republican,1,5,6
Whites,2,2,2,2,0.82806,65,1,Republican,1,4,5
Whites,-2,-2,-2,1,0.9362,36,2,Democrat,1,4,5
Whites,1,-2,-1,1,0.28932,44,2,Democrat,1,5,7
Whites,NA,NA,NA,3,1.09891,57,2,Decline to State,1,3,5
Whites,NA,-1,-1,4,0.5427,58,1,Decline to State,1,3,8
Latinx,2,2,1,4,0.57587,30,2,Decline to State,1,4,7
Latinx,-1,-2,1,3,0.4896,56,1,Decline to State,1,5,7
Whites,1,-1,-1,2,0.71471,65,1,Republican,1,5,8
Latinx,2,1,1,1,0.58597,23,1,Democrat,1,4,7
Whites,1,-2,-2,4,0.59986,41,1,Democrat,1,6,8
Asians,1,-1,1,4,1.091,57,2,Republican,1,5,8
Whites,-2,-2,-2,1,0.26252,45,1,Democrat,1,6,7
Whites,1,1,1,3,0.4221,48,1,Decline to State,1,5,8
Whites,1,-1,-1,2,3.61954,72,2,Republican,1,2,5
Whites,-2,-2,-1,1,0.5297,59,2,Democrat,1,4,8
Whites,-2,-2,-2,3,0.32105,48,2,Other,2,4,8
Whites,-1,-2,-2,2,0.49368,45,1,Republican,1,6,7
Whites,-1,-1,-1,4,0.68152,71,1,Other,2,4,7
Other,-1,1,-1,3,1.21805,49,1,Republican,1,3,4
Whites,1,1,1,1,1.03955,51,2,Democrat,2,5,6
Latinx,-2,-2,-2,4,0.63076,35,1,Other,1,5,6
Whites,2,1,1,2,1.32737,64,2,Republican,1,5,5
Latinx,1,1,1,1,2.97163,25,1,Democrat,1,1,6
Latinx,2,2,1,1,0.45909,22,2,Democrat,1,5,7
Whites,2,-2,-2,1,0.53075,72,2,Democrat,1,5,8
Whites,1,-2,-1,1,0.53075,81,2,Democrat,1,4,7
Whites,2,-1,-1,3,0.19101,23,2,Decline to State,1,1,6
Whites,-1,-1,-1,3,1.19453,57,1,Decline to State,2,4,4
Whites,NA,-2,-2,1,0.64218,73,2,Democrat,1,4,7
Latinx,1,-1,-2,3,0.24481,33,1,Republican,1,4,7
Whites,-1,-1,-1,3,0.9971,91,2,Republican,1,3,7
Whites,1,-2,-2,1,0.61765,65,2,Democrat,1,6,8
Whites,-1,-1,-1,2,2.3522,50,1,Republican,1,4,5
Whites,-1,-1,-1,1,0.82365,59,1,Decline to State,1,5,5
Whites,-2,-2,-2,3,0.3371,57,1,Other,1,5,8
Whites,1,1,1,1,0.46327,74,2,Democrat,1,4,7
Whites,-1,-1,-1,1,0.50353,33,2,Democrat,1,4,7
Whites,1,-2,-2,3,3.02452,49,2,Republican,1,5,8
Latinx,1,1,1,1,5.66569,18,1,Democrat,1,2,3
Whites,2,2,2,3,1.15535,47,2,Decline to State,1,5,4
Asians,2,1,1,1,0.27597,28,2,Democrat,1,3,8
Whites,-2,-2,-2,1,0.74037,78,2,Democrat,1,3,8
Whites,1,1,1,4,0.89869,61,2,Democrat,1,NA,5
Other,NA,NA,NA,1,1.31064,38,2,Democrat,1,2,5
Whites,-1,-1,-1,3,2.14546,39,2,Democrat,1,5,7
Whites,1,-1,-2,1,0.47935,62,1,Democrat,1,5,7
Latinx,-2,-2,-2,1,0.65707,72,2,Democrat,1,4,8
Whites,-2,-2,-2,1,0.51226,57,1,Democrat,1,5,5
Whites,2,2,2,2,0.66919,59,1,Other,1,6,8
Whites,1,-1,1,3,0.40235,49,2,Decline to State,1,5,7
Latinx,2,2,2,2,0.35212,21,1,Republican,1,4,4
Whites,1,2,1,1,1.90962,85,1,Democrat,2,2,8
Latinx,1,-1,-1,3,0.31219,48,2,Decline to State,1,5,7
Whites,2,-1,1,1,0.45643,59,1,Democrat,1,6,8
Whites,1,1,1,1,0.56299,64,2,Democrat,1,1,5
Whites,1,1,-1,2,0.5127,66,1,Republican,1,5,7
Latinx,2,1,1,1,1.71645,33,2,Decline to State,1,3,3
Whites,-1,-1,-1,1,0.49852,66,2,Democrat,1,4,6
Whites,-1,-2,-1,1,0.48501,31,2,Democrat,1,3,7
Blacks,2,2,2,3,2.9708,43,2,Decline to State,1,1,6
Whites,-2,-2,-2,1,0.53075,71,2,Democrat,1,2,8
Whites,1,-2,1,1,0.53075,77,2,Democrat,1,6,8
Latinx,2,2,2,3,1.25552,25,2,Decline to State,1,1,3
Whites,1,-1,-1,1,3.77387,48,2,Democrat,1,5,5
Whites,2,1,1,3,0.31769,63,2,Republican,1,6,8
Whites,1,1,-1,1,0.34504,66,2,Democrat,1,5,8
Whites,-1,-2,-2,1,0.94333,60,1,Decline to State,1,4,5
Whites,1,-1,-1,1,1.82091,67,2,Democrat,1,2,3
Whites,1,-1,-1,1,0.69069,65,2,Decline to State,1,4,5
Latinx,1,1,1,1,0.39881,46,2,Democrat,1,6,8
Asians,1,1,1,1,0.64398,28,1,Other,1,2,7
Latinx,1,1,1,3,0.3522,45,2,Democrat,1,5,7
Latinx,-1,-1,-2,4,0.25328,61,2,Republican,1,3,7
Other,NA,NA,NA,3,0.76367,29,1,Other,1,3,7
Latinx,2,2,1,1,0.78508,23,1,Democrat,1,3,5
Whites,1,1,1,1,0.21439,52,2,Democrat,1,4,8
Whites,1,1,1,1,0.50737,51,2,Democrat,1,5,7
Whites,-1,-1,1,1,0.67826,46,2,Democrat,1,5,5
Blacks,2,1,1,1,1.27908,37,1,Democrat,1,3,5
Whites,2,2,-2,1,0.38041,34,1,Democrat,2,5,8
Whites,-1,-1,-1,2,0.84751,64,1,Republican,1,5,6
Whites,1,2,-1,4,0.32443,38,1,Democrat,1,5,7
Whites,1,-1,-1,4,0.40796,60,2,Democrat,1,1,5
Blacks,NA,NA,NA,1,2.38051,34,2,Democrat,1,3,8
Whites,2,1,1,1,0.52818,18,2,Democrat,1,4,3
Whites,2,-1,-1,1,0.47378,34,2,Democrat,1,3,7
Whites,1,1,1,3,0.97831,75,1,Decline to State,1,2,5
Whites,1,-1,-1,1,0.89714,56,2,Democrat,1,5,5
Latinx,1,1,1,1,0.51691,26,2,Democrat,1,3,8
Whites,1,-1,-1,4,0.77294,40,1,Other,1,5,8
Whites,-2,-2,2,1,0.67379,45,1,Democrat,1,4,6
Other,-1,1,1,1,0.95549,18,2,Democrat,1,1,5
Whites,1,-1,-1,1,0.4921,47,1,Democrat,1,5,8
Whites,2,2,2,3,0.36048,19,1,Democrat,1,6,5
Whites,2,2,2,3,0.4921,49,1,Democrat,1,5,7
Latinx,2,1,-1,1,1.06252,33,2,Democrat,1,3,6
Latinx,1,2,2,1,0.53043,29,2,Democrat,1,2,6
Whites,-1,-1,1,3,0.5871,68,2,Decline to State,1,NA,8
Whites,1,1,-1,1,0.32783,75,1,Democrat,1,3,8
Latinx,-1,1,2,1,1.3946,18,2,Democrat,1,4,3
Whites,2,-2,-2,1,0.71409,38,1,Democrat,1,5,6
Whites,2,1,1,3,0.21428,21,2,Decline to State,1,5,7
Whites,2,-2,-2,1,1.0664,49,1,Democrat,1,2,7
Other,NA,NA,NA,1,0.85518,43,2,Democrat,1,5,8
Whites,-1,-1,-1,3,1.4827,82,1,Decline to State,1,3,7
Asians,2,2,2,1,1.71939,31,1,Democrat,1,3,7
Latinx,-2,-2,-2,4,1.92756,30,2,Democrat,1,2,7
Whites,NA,1,1,4,3.67387,59,2,Decline to State,1,NA,3
Latinx,-2,1,1,2,0.30534,24,2,Republican,1,2,5
Latinx,2,1,2,1,2.06458,50,2,Democrat,1,3,8
Whites,2,-1,-1,1,0.35494,38,1,Democrat,1,5,8
Whites,2,1,1,1,0.49188,48,2,Democrat,1,5,8
Blacks,2,2,2,4,2.38124,21,2,Decline to State,1,2,5
Whites,1,-1,1,1,1.54643,62,2,Democrat,1,1,3
Whites,-1,-1,1,3,0.43862,63,2,Democrat,1,5,7
Whites,1,-1,-1,1,0.43094,57,2,Democrat,1,4,7
Whites,2,-1,-1,3,0.51338,35,1,Decline to State,1,3,7
Asians,-2,-2,-2,3,0.64173,48,2,Decline to State,2,6,7
Whites,2,1,1,1,0.36341,44,2,Decline to State,1,1,7
Whites,1,-2,-1,1,0.53075,77,2,Democrat,2,1,8
Latinx,2,1,-1,2,0.16481,48,1,Republican,1,6,7
Whites,-1,-1,-1,4,2.5544,36,2,Decline to State,1,5,3
Blacks,2,2,2,4,0.72477,42,2,Decline to State,1,4,8
Latinx,1,1,-1,1,0.39298,53,1,Democrat,1,5,7
Whites,-1,-1,-2,1,0.40829,63,2,Democrat,1,4,8
Whites,1,-2,-2,1,0.40829,63,2,Democrat,1,5,7
Latinx,2,2,1,1,0.53043,28,2,Democrat,1,2,6
Whites,-2,-2,-2,2,1.87186,36,1,Republican,1,4,7
Whites,-1,-1,-1,2,0.7113,42,2,Republican,1,4,8
Whites,NA,NA,NA,1,0.34504,65,2,Democrat,1,4,8
Blacks,2,2,2,1,1.00809,42,1,Decline to State,1,3,8
Latinx,2,2,2,1,0.22937,64,1,Democrat,1,2,7
Asians,-2,-2,-2,4,1.11616,50,1,Republican,1,6,8
Blacks,NA,NA,NA,3,0.70021,53,2,Other,1,3,7
Whites,2,-2,-1,3,3.36038,57,2,Other,1,3,5
Whites,1,-1,-1,2,0.47949,27,1,Republican,1,5,7
Whites,1,-1,-1,3,1.13,36,1,Decline to State,2,4,5
Whites,2,1,2,2,1.30624,76,2,Republican,1,4,7
Whites,1,-2,-1,4,0.93436,22,2,Decline to State,1,3,5
Latinx,1,1,1,1,0.80168,22,2,Democrat,1,1,3
Latinx,2,2,1,4,4.14209,30,2,Republican,1,2,5
Latinx,-2,1,-2,3,0.90587,62,1,Decline to State,1,2,4
Whites,NA,NA,NA,3,1.89165,56,1,Decline to State,1,5,8
Latinx,1,1,1,1,0.24495,20,2,Democrat,1,5,5
Asians,2,1,2,1,0.41786,25,2,Democrat,2,4,7
Latinx,1,1,-1,1,0.31943,61,2,Democrat,1,2,8
Latinx,2,2,1,1,2.13622,39,2,Democrat,1,4,5
Blacks,2,1,1,1,0.43104,49,1,Democrat,1,6,8
Other,NA,NA,NA,2,1.17936,48,2,Republican,1,3,6
Whites,1,-1,1,3,1.32597,31,1,Democrat,1,1,8
Latinx,2,1,1,2,0.49521,35,1,Republican,1,4,6
Whites,1,-2,-1,1,1.69666,57,2,Democrat,1,4,3
Whites,1,1,1,1,0.26573,24,1,Democrat,1,6,6
Latinx,-1,-1,-1,2,0.32289,38,1,Republican,1,6,7
Whites,-1,-1,-1,1,0.97585,74,1,Democrat,1,5,8
Whites,1,-2,-1,4,0.41407,27,2,Decline to State,1,1,7
Latinx,2,1,-1,1,0.56007,32,2,Decline to State,1,5,4
Other,-2,-2,-2,2,1.13238,53,2,Republican,1,5,5
Whites,1,1,-1,2,0.45104,43,1,Republican,1,6,7
Whites,-1,-1,-2,1,0.70931,71,1,Democrat,1,2,8
Latinx,NA,NA,NA,2,2.16415,72,1,Republican,1,2,3
Whites,1,-1,-1,3,0.81976,18,1,Other,1,1,3
Whites,-2,-2,-2,1,0.53075,72,2,Democrat,1,NA,7
Whites,1,-1,-1,1,0.35741,26,2,Democrat,1,4,7
Whites,NA,NA,NA,3,1.64044,36,1,Democrat,1,5,8
Asians,-1,1,1,1,0.54618,32,2,Democrat,1,5,7
Whites,-1,-2,-2,1,0.43915,28,1,Democrat,1,5,7
Whites,-2,-2,-2,1,0.40829,63,2,Democrat,1,4,7
Latinx,-1,1,1,1,0.42924,20,2,Democrat,1,1,5
Asians,2,1,2,1,0.66065,44,1,Democrat,2,5,7
Whites,1,-1,-1,1,0.54785,79,1,Democrat,1,2,7
Whites,-1,-2,-2,1,0.26588,63,2,Democrat,1,5,7
Whites,1,-1,-1,3,0.27482,32,1,Other,1,5,8
Whites,-2,-1,-1,1,0.47935,63,1,Democrat,2,6,7
Whites,-2,-2,-2,1,1.98905,80,1,Democrat,1,2,3
Whites,-2,-2,1,4,1.90457,55,1,Republican,1,6,6
Whites,-1,-1,-1,4,0.17678,30,2,Democrat,1,1,7
Whites,1,2,1,1,1.0324,23,2,Democrat,1,1,6
Whites,-2,1,-1,1,1.16823,70,2,Democrat,1,1,5
Whites,-2,-2,-2,3,0.43761,72,2,Decline to State,1,5,8
Asians,1,1,1,3,4.41756,47,1,Decline to State,2,3,4
Whites,2,1,2,2,1.42681,65,2,Republican,1,5,6
Whites,2,-2,-1,1,0.51919,35,2,Democrat,1,5,8
Whites,1,-2,-1,1,0.25578,60,2,Democrat,1,5,7
Other,1,1,NA,2,0.52667,65,1,Republican,1,4,8
Latinx,2,1,1,4,0.77371,23,1,Democrat,1,4,3
Asians,2,2,2,1,0.34232,25,2,Democrat,1,3,8
Latinx,-1,-1,-1,3,0.4085,19,1,Decline to State,1,5,5
Whites,NA,NA,NA,4,1.16472,52,2,Democrat,1,5,6
Blacks,NA,NA,NA,1,2.12879,19,1,Democrat,1,3,3
Whites,-1,-2,-1,1,0.38041,34,1,Democrat,1,4,8
Asians,1,1,1,1,0.55999,54,2,Decline to State,2,1,7
Whites,2,2,1,2,0.63791,71,1,Republican,1,6,8
Other,1,1,-1,3,1.24493,82,1,Republican,1,5,8
Whites,2,1,2,4,1.05509,64,1,Democrat,1,5,6
Whites,-1,-2,-2,3,0.49182,20,1,Republican,1,5,5
Whites,1,1,1,4,0.92909,48,1,Decline to State,1,4,4
Whites,1,-1,-1,4,0.17115,20,1,Democrat,1,5,6
Latinx,-2,-2,-2,1,2.39649,27,1,Decline to State,1,4,5
Whites,-1,-1,-1,1,0.19229,23,2,Democrat,1,3,5
Asians,2,1,1,1,0.28368,22,2,Democrat,2,1,6
Whites,-2,-2,-2,1,0.7683,23,2,Decline to State,1,5,7
Latinx,2,2,2,1,0.5483,27,2,Decline to State,1,1,4
Whites,-1,-1,1,3,0.30195,25,2,Decline to State,1,5,7
Latinx,1,2,-1,4,1.66386,18,2,Democrat,1,3,5
Whites,1,1,1,1,0.26393,20,2,Democrat,1,4,5
Latinx,2,2,1,1,1.14028,28,2,Democrat,1,3,5
Whites,1,1,2,1,0.24477,21,2,Democrat,1,6,6
Latinx,1,1,2,1,0.19461,23,2,Democrat,1,1,7
Whites,NA,-2,-2,1,0.41407,29,2,Decline to State,1,5,8
Latinx,2,2,2,1,2.36111,35,2,Democrat,1,1,3
Blacks,2,-2,-1,1,0.42518,27,2,Decline to State,1,5,8
Whites,1,-2,-2,4,0.50734,27,2,Decline to State,1,4,5
Latinx,2,2,2,1,0.20377,26,2,Decline to State,1,3,7
Asians,1,2,1,3,3.22226,18,2,Decline to State,1,1,3
Whites,1,-2,-2,1,0.46304,30,2,Decline to State,1,2,7
Latinx,-1,-1,-1,3,3.84415,32,2,Decline to State,2,1,2
Whites,1,-1,-1,2,1.73989,27,2,Republican,1,5,7
Latinx,1,1,1,3,1.1483,19,2,Decline to State,1,3,5
Latinx,-1,-1,-1,1,0.29493,25,2,Democrat,1,2,7
Latinx,2,2,2,3,1.24361,27,2,Decline to State,1,1,5
Asians,2,2,2,1,3.80069,26,2,Democrat,1,2,6
Other,NA,NA,NA,3,1.09501,36,2,Decline to State,1,5,7
Whites,1,-1,-1,3,0.41919,39,2,Decline to State,1,6,7
Latinx,2,2,1,1,0.1383,23,2,Democrat,1,1,7
Whites,1,-1,-1,3,0.97601,37,2,Republican,1,5,8
Whites,2,1,1,1,0.24081,29,2,Democrat,1,3,7
Whites,1,-2,-2,3,0.41919,38,2,Decline to State,1,6,7
Latinx,2,2,-1,1,0.90502,25,2,Republican,2,3,8
Asians,1,1,1,3,3.22886,31,2,Democrat,2,1,5
Whites,1,1,-1,1,0.49188,47,2,Democrat,1,6,7
Whites,1,-1,-1,1,0.48501,33,2,Democrat,1,5,7
Asians,2,1,-1,1,2.46108,40,2,Democrat,1,3,7
Asians,-1,-1,-1,1,0.38615,35,2,Democrat,1,4,8
Asians,2,1,1,1,2.72473,47,2,Democrat,2,2,7
Latinx,2,-1,-1,4,0.16991,42,1,Decline to State,1,5,8
Latinx,1,-2,-1,1,0.36751,38,2,Democrat,2,6,8
Whites,1,-1,-1,1,0.40082,30,2,Democrat,1,5,7
Whites,1,-1,1,4,1.01729,80,2,Democrat,1,3,8
Whites,-2,-1,-1,4,0.58112,34,2,Decline to State,1,5,7
Whites,2,1,-1,1,0.97478,18,2,Decline to State,1,NA,3
